userid,date,mood,circumplex.arousal
AS14.19,2014-03-21,5.0
AS14.19,2014-03-22,7.0
AS14.19,2014-03-23,7.0
AS14.19,2014-03-24,6.0
AS14.19,2014-03-25,6.0
AS14.19,2014-03-26,6.0
AS14.19,2014-03-27,7.0
AS14.19,2014-03-28,7.0
AS14.19,2014-03-29,7.0
AS14.19,2014-03-30,7.0
AS14.19,2014-03-31,7.0
AS14.19,2014-04-01,6.0
AS14.19,2014-04-02,8.0
AS14.19,2014-04-03,7.0
AS14.19,2014-04-04,7.0
AS14.19,2014-04-05,8.0
AS14.19,2014-04-06,7.0
AS14.19,2014-04-07,7.0
AS14.19,2014-04-08,7.0
AS14.19,2014-04-09,7.0
AS14.19,2014-04-10,7.0
AS14.19,2014-04-11,7.0
AS14.19,2014-04-12,7.0
AS14.19,2014-04-13,7.0
AS14.19,2014-04-14,7.0
AS14.19,2014-04-15,6.0
AS14.19,2014-04-16,7.0
AS14.19,2014-04-17,7.0
AS14.19,2014-04-18,7.0
AS14.19,2014-04-19,7.0
AS14.19,2014-04-20,8.0
AS14.19,2014-04-21,6.0
AS14.19,2014-04-22,7.0
AS14.19,2014-04-23,6.0
AS14.19,2014-04-24,7.0
AS14.19,2014-04-25,7.0
AS14.19,2014-04-26,8.0
AS14.19,2014-04-27,6.0
AS14.19,2014-04-28,6.0
AS14.19,2014-04-29,7.0
AS14.19,2014-04-30,7.0
AS14.19,2014-05-01,7.0
AS14.19,2014-05-02,8.0
AS14.19,2014-05-03,7.0
AS14.19,2014-05-04,7.0
AS14.19,2014-05-05,7.0
AS14.25,2014-04-08,8.0
AS14.25,2014-04-09,7.0
AS14.25,2014-04-10,6.0
AS14.25,2014-04-11,8.0
AS14.25,2014-04-12,7.0
AS14.25,2014-04-13,7.0
AS14.25,2014-04-14,6.0
AS14.25,2014-04-15,6.0
AS14.25,2014-04-16,7.0
AS14.25,2014-04-17,6.0
AS14.25,2014-04-18,6.0
AS14.25,2014-04-19,8.0
AS14.25,2014-04-20,7.0
AS14.25,2014-04-21,7.0
AS14.25,2014-04-22,8.0
AS14.25,2014-04-23,6.0
AS14.25,2014-04-24,6.0
AS14.25,2014-04-25,6.0
AS14.25,2014-04-26,7.0
AS14.25,2014-04-27,7.0
AS14.25,2014-04-28,7.0
AS14.25,2014-04-29,6.0
AS14.25,2014-04-30,6.0
AS14.25,2014-05-01,7.0
AS14.25,2014-05-02,6.0
AS14.25,2014-05-03,6.0
AS14.25,2014-05-04,7.0
AS14.25,2014-05-05,7.0
AS14.25,2014-05-07,7.0
AS14.25,2014-05-08,7.0
AS14.24,2014-04-14,8.0
AS14.24,2014-04-15,8.0
AS14.24,2014-04-16,7.0
AS14.24,2014-04-17,7.0
AS14.24,2014-04-18,7.0
AS14.24,2014-04-19,7.0
AS14.24,2014-04-20,8.0
AS14.24,2014-04-21,8.0
AS14.24,2014-04-22,7.0
AS14.24,2014-04-23,8.0
AS14.24,2014-04-24,7.0
AS14.24,2014-04-25,6.0
AS14.24,2014-04-26,8.0
AS14.24,2014-04-27,7.0
AS14.24,2014-04-28,7.0
AS14.24,2014-04-29,6.0
AS14.24,2014-04-30,6.0
AS14.24,2014-05-01,7.0
AS14.24,2014-05-02,7.0
AS14.24,2014-05-03,7.0
AS14.24,2014-05-04,8.0
AS14.24,2014-05-05,6.0
AS14.24,2014-05-07,7.0
AS14.24,2014-05-08,7.0
AS14.24,2014-05-09,7.0
AS14.24,2014-05-10,7.0
AS14.24,2014-05-11,7.0
AS14.24,2014-05-12,7.0
AS14.24,2014-05-13,8.0
AS14.24,2014-05-14,5.0
AS14.24,2014-05-15,6.0
AS14.24,2014-05-16,7.0
AS14.24,2014-05-17,8.0
AS14.24,2014-05-18,7.0
AS14.24,2014-05-19,7.0
AS14.24,2014-05-20,7.0
AS14.24,2014-05-21,6.0
AS14.24,2014-05-22,7.0
AS14.24,2014-05-23,7.0
AS14.24,2014-05-24,7.0
AS14.24,2014-05-25,7.0
AS14.24,2014-05-26,7.0
AS14.24,2014-05-27,6.0
AS14.24,2014-05-28,7.0
AS14.24,2014-05-29,7.0
AS14.24,2014-05-30,7.0
AS14.24,2014-05-31,7.0
AS14.24,2014-06-01,7.0
AS14.24,2014-06-02,7.0
AS14.24,2014-06-03,8.0
AS14.24,2014-06-04,7.0
AS14.24,2014-06-05,7.0
AS14.24,2014-06-06,8.0
AS14.24,2014-06-07,8.0
AS14.24,2014-06-08,6.0
AS14.31,2014-04-02,7.0
AS14.31,2014-04-03,7.0
AS14.31,2014-04-04,7.0
AS14.31,2014-04-05,7.0
AS14.31,2014-04-06,7.0
AS14.31,2014-04-07,7.0
AS14.31,2014-04-08,7.0
AS14.31,2014-04-09,7.0
AS14.31,2014-04-10,7.0
AS14.31,2014-04-11,8.0
AS14.31,2014-04-12,7.0
AS14.31,2014-04-13,7.0
AS14.31,2014-04-14,6.0
AS14.31,2014-04-15,7.0
AS14.31,2014-04-16,7.0
AS14.31,2014-04-17,7.0
AS14.31,2014-04-18,7.0
AS14.31,2014-04-19,8.0
AS14.31,2014-04-20,8.0
AS14.31,2014-04-21,6.0
AS14.31,2014-04-22,7.0
AS14.31,2014-04-23,7.0
AS14.31,2014-04-24,6.0
AS14.31,2014-04-25,7.0
AS14.31,2014-04-26,7.0
AS14.31,2014-04-27,7.0
AS14.31,2014-04-28,7.0
AS14.31,2014-04-29,7.0
AS14.31,2014-04-30,7.0
AS14.31,2014-05-01,7.0
AS14.31,2014-05-02,7.0
AS14.31,2014-05-03,7.0
AS14.31,2014-05-04,7.0
AS14.31,2014-05-05,7.0
AS14.31,2014-05-07,7.0
AS14.31,2014-05-08,7.0
AS14.31,2014-05-09,7.0
AS14.31,2014-05-10,7.0
AS14.31,2014-05-11,7.0
AS14.31,2014-05-12,7.0
AS14.31,2014-05-13,7.0
AS14.31,2014-05-14,7.0
AS14.31,2014-05-15,7.0
AS14.13,2014-03-13,7.0
AS14.13,2014-03-14,8.0
AS14.13,2014-03-15,7.0
AS14.13,2014-03-16,6.0
AS14.13,2014-03-17,7.0
AS14.13,2014-03-18,7.0
AS14.13,2014-03-19,8.0
AS14.13,2014-03-20,6.0
AS14.13,2014-03-21,6.0
AS14.13,2014-03-22,8.0
AS14.13,2014-03-23,7.0
AS14.13,2014-03-24,9.0
AS14.13,2014-03-25,8.0
AS14.13,2014-03-26,8.0
AS14.13,2014-03-27,7.0
AS14.13,2014-03-28,8.0
AS14.13,2014-03-29,7.0
AS14.13,2014-03-30,6.0
AS14.13,2014-03-31,7.0
AS14.13,2014-04-01,8.0
AS14.13,2014-04-02,7.0
AS14.13,2014-04-03,8.0
AS14.13,2014-04-04,8.0
AS14.13,2014-04-05,7.0
AS14.13,2014-04-06,6.0
AS14.13,2014-04-07,7.0
AS14.13,2014-04-08,8.0
AS14.13,2014-04-09,8.0
AS14.13,2014-04-10,8.0
AS14.13,2014-04-11,7.0
AS14.13,2014-04-12,7.0
AS14.13,2014-04-13,7.0
AS14.13,2014-04-14,7.0
AS14.13,2014-04-15,6.0
AS14.13,2014-04-16,6.0
AS14.13,2014-04-17,6.0
AS14.13,2014-04-18,4.0
AS14.13,2014-04-19,7.0
AS14.13,2014-04-20,7.0
AS14.13,2014-04-21,7.0
AS14.13,2014-04-22,6.0
AS14.13,2014-04-23,7.0
AS14.13,2014-04-24,8.0
AS14.13,2014-04-25,8.0
AS14.13,2014-04-26,9.0
AS14.13,2014-04-27,8.0
AS14.13,2014-04-28,8.0
AS14.13,2014-04-29,8.0
AS14.13,2014-04-30,8.0
AS14.13,2014-05-01,8.0
AS14.13,2014-05-02,8.0
AS14.13,2014-05-03,7.0
AS14.13,2014-05-04,8.0
AS14.26,2014-03-23,8.0
AS14.26,2014-03-24,7.0
AS14.26,2014-03-25,7.0
AS14.26,2014-03-26,6.0
AS14.26,2014-03-27,6.0
AS14.26,2014-03-28,8.0
AS14.26,2014-03-29,8.0
AS14.26,2014-03-30,7.0
AS14.26,2014-03-31,7.0
AS14.26,2014-04-01,7.0
AS14.26,2014-04-02,6.0
AS14.26,2014-04-03,7.0
AS14.26,2014-04-04,7.0
AS14.26,2014-04-05,8.0
AS14.26,2014-04-06,7.0
AS14.26,2014-04-07,7.0
AS14.26,2014-04-08,6.0
AS14.26,2014-04-09,6.0
AS14.26,2014-04-10,7.0
AS14.26,2014-04-11,7.0
AS14.26,2014-04-12,8.0
AS14.26,2014-04-13,7.0
AS14.26,2014-04-14,7.0
AS14.26,2014-04-15,7.0
AS14.26,2014-04-16,7.0
AS14.26,2014-04-17,6.0
AS14.26,2014-04-18,7.0
AS14.26,2014-04-19,8.0
AS14.26,2014-04-20,8.0
AS14.26,2014-04-21,6.0
AS14.26,2014-04-22,7.0
AS14.26,2014-04-23,6.0
AS14.26,2014-04-24,6.0
AS14.26,2014-04-25,7.0
AS14.26,2014-04-26,8.0
AS14.26,2014-04-27,8.0
AS14.26,2014-04-28,8.0
AS14.26,2014-04-29,7.0
AS14.26,2014-04-30,6.0
AS14.26,2014-05-01,7.0
AS14.26,2014-05-02,7.0
AS14.26,2014-05-03,8.0
AS14.26,2014-05-04,7.0
AS14.26,2014-05-05,6.0
AS14.26,2014-05-07,7.0
AS14.26,2014-05-08,7.0
AS14.26,2014-05-09,7.0
AS14.26,2014-05-10,8.0
AS14.26,2014-05-11,6.0
AS14.26,2014-05-12,6.0
AS14.26,2014-05-13,7.0
AS14.26,2014-05-14,6.0
AS14.26,2014-05-15,6.0
AS14.26,2014-05-16,7.0
AS14.26,2014-05-17,7.0
AS14.26,2014-05-18,7.0
AS14.26,2014-05-19,7.0
AS14.26,2014-05-20,8.0
AS14.26,2014-05-21,7.0
AS14.26,2014-05-22,7.0
AS14.26,2014-05-23,6.0
AS14.26,2014-05-24,8.0
AS14.26,2014-05-25,8.0
AS14.26,2014-05-26,7.0
AS14.26,2014-05-27,6.0
AS14.26,2014-05-28,5.0
AS14.26,2014-05-29,7.0
AS14.26,2014-05-30,6.0
AS14.28,2014-03-31,6.0
AS14.28,2014-04-01,8.0
AS14.28,2014-04-02,7.0
AS14.28,2014-04-03,8.0
AS14.28,2014-04-04,6.0
AS14.28,2014-04-05,8.0
AS14.28,2014-04-06,7.0
AS14.28,2014-04-07,8.0
AS14.28,2014-04-08,8.0
AS14.28,2014-04-09,7.0
AS14.28,2014-04-10,7.0
AS14.28,2014-04-11,7.0
AS14.28,2014-04-12,8.0
AS14.28,2014-04-13,7.0
AS14.28,2014-04-14,7.0
AS14.28,2014-04-15,7.0
AS14.28,2014-04-16,6.0
AS14.28,2014-04-17,8.0
AS14.28,2014-04-18,6.0
AS14.28,2014-04-19,7.0
AS14.28,2014-04-20,8.0
AS14.28,2014-04-21,8.0
AS14.28,2014-04-22,7.0
AS14.28,2014-04-23,7.0
AS14.28,2014-04-24,8.0
AS14.28,2014-04-25,7.0
AS14.28,2014-04-26,8.0
AS14.28,2014-04-27,7.0
AS14.28,2014-04-28,8.0
AS14.28,2014-04-29,7.0
AS14.28,2014-04-30,6.0
AS14.28,2014-05-01,6.0
AS14.28,2014-05-02,7.0
AS14.28,2014-05-03,7.0
AS14.28,2014-05-04,7.0
AS14.28,2014-05-05,7.0
AS14.28,2014-05-07,6.0
AS14.28,2014-05-08,6.0
AS14.29,2014-04-02,8.0
AS14.29,2014-04-03,7.0
AS14.29,2014-04-04,8.0
AS14.29,2014-04-05,8.0
AS14.29,2014-04-06,8.0
AS14.29,2014-04-07,7.0
AS14.29,2014-04-08,8.0
AS14.29,2014-04-09,8.0
AS14.29,2014-04-10,9.0
AS14.29,2014-04-11,7.0
AS14.29,2014-04-12,8.0
AS14.29,2014-04-13,8.0
AS14.29,2014-04-14,8.0
AS14.29,2014-04-15,8.0
AS14.29,2014-04-16,8.0
AS14.29,2014-04-17,8.0
AS14.29,2014-04-18,8.0
AS14.29,2014-04-19,7.0
AS14.29,2014-04-20,8.0
AS14.29,2014-04-21,7.0
AS14.29,2014-04-22,6.0
AS14.29,2014-04-23,8.0
AS14.29,2014-04-24,8.0
AS14.29,2014-04-25,8.0
AS14.29,2014-04-26,6.0
AS14.29,2014-04-27,6.0
AS14.29,2014-04-28,7.0
AS14.29,2014-04-29,8.0
AS14.29,2014-04-30,8.0
AS14.29,2014-05-01,8.0
AS14.29,2014-05-03,8.0
AS14.29,2014-05-04,8.0
AS14.29,2014-05-05,7.0
AS14.29,2014-05-07,8.0
AS14.29,2014-05-08,8.0
AS14.29,2014-05-09,7.0
AS14.29,2014-05-10,7.0
AS14.29,2014-05-11,7.0
AS14.29,2014-05-12,8.0
AS14.29,2014-05-13,8.0
AS14.29,2014-05-14,8.0
AS14.29,2014-05-15,6.0
AS14.20,2014-03-20,7.0
AS14.20,2014-03-21,7.0
AS14.20,2014-03-22,8.0
AS14.20,2014-03-23,8.0
AS14.20,2014-03-24,7.0
AS14.20,2014-03-25,6.0
AS14.20,2014-03-26,7.0
AS14.20,2014-03-27,7.0
AS14.20,2014-03-28,6.0
AS14.20,2014-03-29,7.0
AS14.20,2014-03-30,8.0
AS14.20,2014-03-31,7.0
AS14.20,2014-04-01,6.0
AS14.20,2014-04-02,6.0
AS14.20,2014-04-03,7.0
AS14.20,2014-04-04,7.0
AS14.20,2014-04-05,7.0
AS14.20,2014-04-06,7.0
AS14.20,2014-04-07,7.0
AS14.20,2014-04-08,7.0
AS14.20,2014-04-09,8.0
AS14.20,2014-04-10,7.0
AS14.20,2014-04-11,8.0
AS14.20,2014-04-12,7.0
AS14.20,2014-04-13,7.0
AS14.20,2014-04-14,7.0
AS14.20,2014-04-15,7.0
AS14.20,2014-04-16,7.0
AS14.20,2014-04-17,6.0
AS14.20,2014-04-18,7.0
AS14.20,2014-04-19,8.0
AS14.20,2014-04-20,8.0
AS14.20,2014-04-21,7.0
AS14.20,2014-04-22,6.0
AS14.20,2014-04-23,7.0
AS14.20,2014-04-24,7.0
AS14.20,2014-04-25,7.0
AS14.20,2014-04-26,7.0
AS14.20,2014-04-27,7.0
AS14.20,2014-04-28,7.0
AS14.20,2014-04-29,7.0
AS14.20,2014-04-30,7.0
AS14.20,2014-05-01,7.0
AS14.20,2014-05-02,7.0
AS14.20,2014-05-03,7.0
AS14.20,2014-05-04,7.0
AS14.20,2014-05-05,7.0
AS14.27,2014-04-03,7.0
AS14.27,2014-04-04,7.0
AS14.27,2014-04-05,7.0
AS14.27,2014-04-06,7.0
AS14.27,2014-04-07,8.0
AS14.27,2014-04-08,8.0
AS14.27,2014-04-09,7.0
AS14.27,2014-04-10,7.0
AS14.27,2014-04-11,6.0
AS14.27,2014-04-12,7.0
AS14.27,2014-04-13,9.0
AS14.27,2014-04-14,8.0
AS14.27,2014-04-15,7.0
AS14.27,2014-04-16,8.0
AS14.27,2014-04-17,8.0
AS14.27,2014-04-18,9.0
AS14.27,2014-04-19,8.0
AS14.27,2014-04-20,7.0
AS14.27,2014-04-21,7.0
AS14.27,2014-04-22,8.0
AS14.27,2014-04-23,8.0
AS14.27,2014-04-24,8.0
AS14.27,2014-04-25,8.0
AS14.27,2014-04-26,9.0
AS14.27,2014-04-27,8.0
AS14.27,2014-04-28,8.0
AS14.27,2014-04-29,7.0
AS14.27,2014-04-30,7.0
AS14.27,2014-05-01,8.0
AS14.27,2014-05-02,7.0
AS14.27,2014-05-03,6.0
AS14.27,2014-05-04,7.0
AS14.27,2014-05-05,8.0
AS14.27,2014-05-07,8.0
AS14.27,2014-05-08,7.0
AS14.27,2014-05-09,6.0
AS14.27,2014-05-10,7.0
AS14.27,2014-05-11,7.0
AS14.27,2014-05-12,8.0
AS14.27,2014-05-13,7.0
AS14.27,2014-05-14,8.0
AS14.27,2014-05-15,7.0
AS14.01,2014-02-26,6.0
AS14.01,2014-02-27,6.0
AS14.01,2014-03-21,6.0
AS14.01,2014-03-22,6.0
AS14.01,2014-03-23,7.0
AS14.01,2014-03-24,6.0
AS14.01,2014-03-25,7.0
AS14.01,2014-03-26,7.0
AS14.01,2014-03-27,7.0
AS14.01,2014-03-28,6.0
AS14.01,2014-03-29,8.0
AS14.01,2014-03-30,8.0
AS14.01,2014-03-31,7.0
AS14.01,2014-04-01,6.0
AS14.01,2014-04-02,6.0
AS14.01,2014-04-03,6.0
AS14.01,2014-04-04,6.0
AS14.01,2014-04-05,7.0
AS14.01,2014-04-06,6.0
AS14.01,2014-04-07,6.0
AS14.01,2014-04-08,7.0
AS14.01,2014-04-09,7.0
AS14.01,2014-04-10,7.0
AS14.01,2014-04-11,7.0
AS14.01,2014-04-12,7.0
AS14.01,2014-04-13,8.0
AS14.01,2014-04-14,7.0
AS14.01,2014-04-15,6.0
AS14.01,2014-04-16,7.0
AS14.01,2014-04-17,7.0
AS14.01,2014-04-18,7.0
AS14.01,2014-04-19,8.0
AS14.01,2014-04-20,7.0
AS14.01,2014-04-21,8.0
AS14.01,2014-04-22,7.0
AS14.01,2014-04-23,8.0
AS14.01,2014-04-24,8.0
AS14.01,2014-04-25,7.0
AS14.01,2014-04-26,8.0
AS14.01,2014-04-27,8.0
AS14.01,2014-04-28,8.0
AS14.01,2014-04-29,7.0
AS14.01,2014-04-30,8.0
AS14.01,2014-05-01,8.0
AS14.01,2014-05-02,8.0
AS14.01,2014-05-03,8.0
AS14.01,2014-05-04,8.0
AS14.33,2014-04-16,7.0
AS14.33,2014-04-17,7.0
AS14.33,2014-04-18,7.0
AS14.33,2014-04-19,8.0
AS14.33,2014-04-20,7.0
AS14.33,2014-04-21,7.0
AS14.33,2014-04-22,6.0
AS14.33,2014-04-23,5.0
AS14.33,2014-04-24,7.0
AS14.33,2014-04-25,8.0
AS14.33,2014-04-26,8.0
AS14.33,2014-04-27,6.0
AS14.33,2014-04-28,7.0
AS14.33,2014-04-29,6.0
AS14.33,2014-04-30,6.0
AS14.33,2014-05-01,7.0
AS14.33,2014-05-04,8.0
AS14.33,2014-05-05,7.0
AS14.33,2014-05-07,5.0
AS14.33,2014-05-08,7.0
AS14.33,2014-05-09,5.0
AS14.33,2014-05-10,8.0
AS14.33,2014-05-11,6.0
AS14.33,2014-05-12,6.0
AS14.33,2014-05-13,5.0
AS14.33,2014-05-14,7.0
AS14.33,2014-05-15,6.0
AS14.33,2014-05-16,7.0
AS14.33,2014-05-17,6.0
AS14.33,2014-05-18,6.0
AS14.33,2014-05-19,6.0
AS14.33,2014-05-20,6.0
AS14.33,2014-05-21,6.0
AS14.33,2014-05-22,6.0
AS14.33,2014-05-23,6.0
AS14.33,2014-05-24,6.0
AS14.33,2014-05-25,6.0
AS14.33,2014-05-26,5.0
AS14.33,2014-05-27,6.0
AS14.33,2014-05-28,8.0
AS14.33,2014-05-29,7.0
AS14.33,2014-05-30,7.0
AS14.33,2014-05-31,7.0
AS14.06,2014-03-24,7.0
AS14.06,2014-03-25,7.0
AS14.06,2014-03-26,8.0
AS14.06,2014-03-27,7.0
AS14.06,2014-03-28,8.0
AS14.06,2014-03-29,8.0
AS14.06,2014-03-30,8.0
AS14.06,2014-03-31,7.0
AS14.06,2014-04-01,8.0
AS14.06,2014-04-02,7.0
AS14.06,2014-04-03,7.0
AS14.06,2014-04-04,7.0
AS14.06,2014-04-05,7.0
AS14.06,2014-04-06,7.0
AS14.06,2014-04-07,6.0
AS14.06,2014-04-08,7.0
AS14.06,2014-04-09,7.0
AS14.06,2014-04-10,8.0
AS14.06,2014-04-11,8.0
AS14.06,2014-04-12,8.0
AS14.06,2014-04-13,6.0
AS14.06,2014-04-14,7.0
AS14.06,2014-04-15,7.0
AS14.06,2014-04-16,8.0
AS14.06,2014-04-17,7.0
AS14.06,2014-04-18,6.0
AS14.06,2014-04-19,7.0
AS14.06,2014-04-20,8.0
AS14.06,2014-04-21,7.0
AS14.06,2014-04-22,7.0
AS14.06,2014-04-23,7.0
AS14.06,2014-04-24,8.0
AS14.06,2014-04-25,6.0
AS14.06,2014-04-26,8.0
AS14.06,2014-04-27,7.0
AS14.06,2014-04-28,7.0
AS14.06,2014-04-29,7.0
AS14.06,2014-04-30,7.0
AS14.06,2014-05-01,8.0
AS14.06,2014-05-02,7.0
AS14.06,2014-05-03,6.0
AS14.06,2014-05-04,8.0
AS14.06,2014-05-05,7.0
AS14.06,2014-05-07,7.0
AS14.06,2014-05-08,7.0
AS14.14,2014-03-20,7.0
AS14.14,2014-03-21,6.0
AS14.14,2014-03-22,6.0
AS14.14,2014-03-23,6.0
AS14.14,2014-03-24,6.0
AS14.14,2014-03-25,6.0
AS14.14,2014-03-26,7.0
AS14.14,2014-03-27,7.0
AS14.14,2014-03-28,6.0
AS14.14,2014-03-29,8.0
AS14.14,2014-03-30,6.0
AS14.14,2014-03-31,7.0
AS14.14,2014-04-01,6.0
AS14.14,2014-04-02,7.0
AS14.14,2014-04-03,7.0
AS14.14,2014-04-04,8.0
AS14.14,2014-04-05,7.0
AS14.14,2014-04-06,7.0
AS14.14,2014-04-07,7.0
AS14.14,2014-04-08,7.0
AS14.14,2014-04-09,8.0
AS14.14,2014-04-10,7.0
AS14.14,2014-04-11,8.0
AS14.14,2014-04-12,8.0
AS14.14,2014-04-14,8.0
AS14.14,2014-04-15,6.0
AS14.14,2014-04-16,6.0
AS14.14,2014-04-17,6.0
AS14.14,2014-04-18,6.0
AS14.14,2014-04-19,7.0
AS14.14,2014-04-20,8.0
AS14.14,2014-04-21,7.0
AS14.14,2014-04-22,7.0
AS14.14,2014-04-23,7.0
